user_id,character_name,level,cybernetic_implants,luck_factor,random_event,chaos_level,predicted_number,quirkiness_rating,decision_made
384,Codie,46,augmented eyes,1,unexpected ally,28,86,7,betray ally
385,Elna,11,cybernetic arm,4,unexpected ally,89,19,10,betray ally
386,Emmye,46,augmented eyes,10,glitch in the system,17,74,5,accept quest
387,Akim,59,augmented eyes,4,unexpected ally,37,68,6,betray ally
388,Hayward,73,cybernetic arm,6,unexpected ally,89,38,4,join faction
389,Noni,84,augmented eyes,3,unexpected ally,87,47,6,betray ally
390,Terrie,88,augmented eyes,2,glitch in the system,42,88,4,betray ally
391,Sherrie,5,cybernetic arm,4,encounter with rogue AI,57,52,2,accept quest
392,Vic,30,cybernetic arm,5,unexpected ally,33,48,6,join faction
393,Jayme,25,augmented eyes,2,encounter with rogue AI,2,23,6,betray ally
394,Cordie,56,neural interface,9,encounter with rogue AI,64,66,3,accept quest
395,Arlyne,80,cybernetic arm,6,encounter with rogue AI,24,44,2,accept quest
396,Kimberlee,46,augmented eyes,5,glitch in the system,20,75,8,betray ally
397,Wiley,45,cybernetic arm,5,glitch in the system,69,72,10,accept quest
398,Regan,79,neural interface,1,glitch in the system,88,99,9,betray ally
399,Mattias,99,augmented eyes,8,unexpected ally,83,3,3,betray ally
400,Zonda,73,augmented eyes,5,unexpected ally,9,16,7,join faction
401,Murry,12,neural interface,2,glitch in the system,50,78,4,join faction
402,Andris,49,cybernetic arm,4,glitch in the system,70,3,1,join faction
403,Vito,89,cybernetic arm,10,encounter with rogue AI,36,25,4,betray ally
404,Kizzee,59,cybernetic arm,9,glitch in the system,71,88,8,join faction
405,Harold,99,neural interface,6,unexpected ally,59,74,6,betray ally
406,Leon,32,augmented eyes,1,encounter with rogue AI,14,45,4,betray ally
407,Katrinka,11,neural interface,1,unexpected ally,29,44,10,betray ally
408,Alysa,91,neural interface,7,unexpected ally,52,91,7,betray ally
409,Drugi,75,neural interface,10,encounter with rogue AI,2,19,1,accept quest
410,Elysha,54,cybernetic arm,1,unexpected ally,73,72,8,accept quest
411,Ingar,48,cybernetic arm,6,encounter with rogue AI,16,74,7,join faction
412,Wandis,75,neural interface,4,glitch in the system,71,51,9,betray ally
413,Arel,8,cybernetic arm,4,glitch in the system,61,77,1,accept quest
414,Benedick,49,cybernetic arm,2,glitch in the system,92,49,6,betray ally
415,Talyah,15,neural interface,5,unexpected ally,16,73,9,betray ally
416,Monti,87,cybernetic arm,6,encounter with rogue AI,69,29,4,betray ally
417,Aguste,10,neural interface,6,unexpected ally,4,19,9,betray ally
418,Dahlia,35,cybernetic arm,6,glitch in the system,67,51,6,join faction
419,Melamie,82,augmented eyes,5,encounter with rogue AI,77,26,4,join faction
420,Idell,82,augmented eyes,5,glitch in the system,22,62,8,betray ally
421,Alisa,56,cybernetic arm,3,unexpected ally,27,30,1,join faction
422,Cleon,32,augmented eyes,8,encounter with rogue AI,70,43,1,betray ally
423,Barbie,42,augmented eyes,2,glitch in the system,67,36,10,betray ally
424,Morganica,37,cybernetic arm,10,unexpected ally,97,89,4,join faction
425,Britta,2,neural interface,4,encounter with rogue AI,68,36,5,join faction
426,Thatch,81,neural interface,1,glitch in the system,46,93,4,accept quest
427,Josy,54,augmented eyes,5,glitch in the system,80,40,3,betray ally
428,Rafaelita,3,cybernetic arm,4,encounter with rogue AI,62,66,4,betray ally
429,Zack,56,cybernetic arm,9,unexpected ally,40,99,9,betray ally
430,Riki,54,cybernetic arm,6,encounter with rogue AI,33,95,10,join faction
431,Bald,40,cybernetic arm,1,unexpected ally,72,47,2,accept quest
432,Jacinda,37,augmented eyes,7,encounter with rogue AI,68,44,4,betray ally
433,Wendell,70,cybernetic arm,2,unexpected ally,31,81,4,join faction
434,Gerik,82,augmented eyes,6,encounter with rogue AI,51,36,3,join faction
435,Bill,38,cybernetic arm,10,unexpected ally,57,70,7,accept quest
436,Berkie,4,cybernetic arm,7,unexpected ally,78,53,5,join faction
437,Gaston,59,neural interface,6,unexpected ally,51,71,3,accept quest
438,Lissie,6,cybernetic arm,4,glitch in the system,2,66,8,betray ally
439,Theresa,94,cybernetic arm,6,encounter with rogue AI,53,14,8,accept quest
440,Adrian,98,augmented eyes,9,encounter with rogue AI,85,36,8,accept quest
441,Garland,63,augmented eyes,1,glitch in the system,50,90,6,accept quest
442,Merle,48,cybernetic arm,2,unexpected ally,65,10,1,join faction
443,Bert,13,neural interface,3,unexpected ally,67,91,4,betray ally
444,Faustine,67,cybernetic arm,7,unexpected ally,98,66,1,betray ally
445,Lewiss,80,neural interface,2,glitch in the system,22,60,5,accept quest
446,Kristi,39,neural interface,5,unexpected ally,83,53,9,betray ally
447,Lefty,100,cybernetic arm,2,glitch in the system,65,17,4,accept quest
448,Liv,40,augmented eyes,9,encounter with rogue AI,84,18,10,join faction
449,Elnar,75,cybernetic arm,1,encounter with rogue AI,94,25,7,accept quest
450,Pooh,22,neural interface,8,glitch in the system,80,85,6,join faction
451,Barnabas,16,neural interface,10,encounter with rogue AI,4,29,2,betray ally
452,Katha,96,neural interface,1,unexpected ally,2,28,4,join faction
453,Clark,40,cybernetic arm,8,glitch in the system,9,27,10,join faction
454,Dermot,21,cybernetic arm,2,glitch in the system,17,28,7,betray ally
455,Noni,43,augmented eyes,4,unexpected ally,16,83,2,join faction
456,Joana,42,cybernetic arm,4,glitch in the system,8,65,1,accept quest
457,Gun,3,augmented eyes,9,glitch in the system,83,48,4,join faction
458,Timmie,1,augmented eyes,6,encounter with rogue AI,98,97,7,betray ally
459,Siouxie,1,neural interface,5,glitch in the system,84,85,3,join faction
460,Lilia,52,neural interface,9,encounter with rogue AI,86,97,6,accept quest
461,Ollie,69,cybernetic arm,9,glitch in the system,33,11,6,accept quest
462,Peggy,22,neural interface,8,glitch in the system,46,81,9,join faction
463,Troy,44,cybernetic arm,8,unexpected ally,4,44,1,accept quest
464,Jami,13,neural interface,4,unexpected ally,79,88,9,accept quest
465,Shannah,33,neural interface,8,glitch in the system,14,58,1,betray ally
466,Micky,69,augmented eyes,6,unexpected ally,1,71,6,join faction
467,Lindy,36,augmented eyes,10,encounter with rogue AI,48,46,3,join faction
468,Giusto,82,augmented eyes,6,encounter with rogue AI,16,56,2,join faction
469,Danit,42,augmented eyes,6,unexpected ally,46,43,6,join faction
470,Jethro,89,cybernetic arm,2,unexpected ally,14,4,4,join faction
471,Rice,33,cybernetic arm,6,glitch in the system,5,97,4,accept quest
472,Morten,35,cybernetic arm,2,encounter with rogue AI,18,6,6,join faction
473,Ira,66,neural interface,6,encounter with rogue AI,10,42,3,accept quest
474,Gertrudis,68,neural interface,1,encounter with rogue AI,95,93,8,betray ally
475,Cheryl,73,neural interface,2,unexpected ally,39,62,10,join faction
476,Cosimo,72,augmented eyes,6,glitch in the system,2,66,2,accept quest
477,Ingrid,96,cybernetic arm,3,glitch in the system,16,75,2,betray ally
478,Philipa,36,neural interface,6,unexpected ally,77,35,9,join faction
479,Adam,37,neural interface,3,glitch in the system,95,53,1,join faction
480,Inglis,19,augmented eyes,2,glitch in the system,14,99,2,join faction
481,Cyrus,35,augmented eyes,8,glitch in the system,82,35,6,accept quest
482,Dody,80,cybernetic arm,5,unexpected ally,62,74,2,betray ally
483,Dyanna,88,neural interface,2,encounter with rogue AI,14,66,5,accept quest
484,Lemuel,32,augmented eyes,10,encounter with rogue AI,59,37,1,join faction
485,Easter,97,augmented eyes,3,glitch in the system,37,38,5,betray ally
486,Cecil,19,cybernetic arm,3,unexpected ally,6,96,1,join faction
487,Gareth,73,neural interface,1,glitch in the system,44,41,2,betray ally
488,Basil,42,augmented eyes,6,encounter with rogue AI,13,37,3,betray ally
489,Corabella,88,neural interface,9,encounter with rogue AI,96,80,10,join faction
490,Benyamin,65,cybernetic arm,3,unexpected ally,99,96,5,betray ally
491,Sarene,80,cybernetic arm,6,unexpected ally,76,64,9,betray ally
492,Kiri,59,cybernetic arm,1,encounter with rogue AI,37,14,1,betray ally
493,Tisha,82,augmented eyes,10,glitch in the system,30,36,6,join faction
494,Talbert,34,cybernetic arm,6,unexpected ally,77,5,3,join faction
495,Dorella,51,neural interface,2,glitch in the system,13,69,5,betray ally
496,Bobbette,97,augmented eyes,5,unexpected ally,55,37,8,betray ally
497,Heda,56,neural interface,7,glitch in the system,2,63,8,accept quest
498,Morton,92,cybernetic arm,9,unexpected ally,27,38,4,join faction
499,Grady,38,cybernetic arm,3,glitch in the system,68,82,6,accept quest
500,Clemmie,27,augmented eyes,5,encounter with rogue AI,71,51,6,betray ally
501,Twyla,23,neural interface,1,glitch in the system,7,93,2,join faction
502,Dimitri,78,cybernetic arm,8,encounter with rogue AI,13,92,6,accept quest
503,Lyell,89,cybernetic arm,10,unexpected ally,41,17,6,join faction
504,Nicole,41,neural interface,2,unexpected ally,74,83,6,join faction
505,Annissa,15,augmented eyes,8,encounter with rogue AI,66,79,9,betray ally
506,Charmaine,73,cybernetic arm,7,encounter with rogue AI,78,57,5,accept quest
507,Matilde,80,neural interface,10,glitch in the system,95,16,1,betray ally
508,Jozef,50,augmented eyes,1,glitch in the system,81,100,1,accept quest
509,Smith,22,augmented eyes,8,unexpected ally,18,31,1,betray ally
510,Freda,100,cybernetic arm,10,glitch in the system,77,65,6,betray ally
511,Annalee,95,cybernetic arm,9,unexpected ally,69,42,10,join faction
512,Cassy,29,neural interface,10,encounter with rogue AI,67,18,3,accept quest
513,Carlie,65,cybernetic arm,10,glitch in the system,41,34,8,betray ally
514,Karrah,47,cybernetic arm,4,unexpected ally,70,14,7,betray ally
515,Catherine,23,neural interface,2,encounter with rogue AI,16,83,3,betray ally
516,Joachim,6,neural interface,6,unexpected ally,33,11,1,betray ally
517,Holden,99,cybernetic arm,3,glitch in the system,5,95,6,accept quest
518,Ingemar,86,neural interface,7,glitch in the system,29,34,8,join faction
519,Valentijn,24,neural interface,6,unexpected ally,49,7,9,join faction
520,Lyn,78,cybernetic arm,5,unexpected ally,83,35,5,betray ally
521,Jimmie,88,cybernetic arm,4,encounter with rogue AI,28,20,5,accept quest
522,Debi,80,cybernetic arm,2,glitch in the system,64,37,4,betray ally
523,Kiersten,18,augmented eyes,1,unexpected ally,23,6,3,betray ally
524,Kalina,81,cybernetic arm,5,glitch in the system,36,8,10,join faction
525,Ariel,78,augmented eyes,8,encounter with rogue AI,35,70,5,betray ally
526,Liz,25,augmented eyes,9,encounter with rogue AI,21,63,1,accept quest
527,Emmeline,78,augmented eyes,5,encounter with rogue AI,11,61,1,join faction
528,Rancell,97,neural interface,4,unexpected ally,72,87,10,betray ally
529,Ophelie,22,augmented eyes,9,glitch in the system,26,5,5,accept quest
530,Leena,97,neural interface,10,glitch in the system,14,73,9,betray ally
531,Carney,3,cybernetic arm,5,unexpected ally,37,75,1,accept quest
532,Harbert,80,cybernetic arm,4,encounter with rogue AI,12,39,4,join faction
533,Nanci,52,neural interface,8,unexpected ally,34,18,10,join faction
534,Lewiss,8,augmented eyes,7,glitch in the system,11,37,2,betray ally
535,Maggie,75,neural interface,9,glitch in the system,10,46,1,join faction
536,Dimitri,68,neural interface,6,encounter with rogue AI,70,79,3,betray ally
537,Frank,50,augmented eyes,5,encounter with rogue AI,83,24,7,betray ally
538,Chrissy,4,augmented eyes,1,unexpected ally,8,35,4,join faction
539,Alaric,24,neural interface,7,glitch in the system,39,74,1,betray ally
540,Doe,86,neural interface,1,unexpected ally,92,18,1,accept quest
541,Melvin,76,neural interface,6,encounter with rogue AI,5,41,5,join faction
542,Marquita,89,augmented eyes,6,encounter with rogue AI,55,90,2,accept quest
543,Deeanne,97,cybernetic arm,4,glitch in the system,26,64,2,betray ally
544,Marnia,55,cybernetic arm,1,glitch in the system,3,72,5,join faction
545,Andrea,100,neural interface,4,glitch in the system,67,95,2,accept quest
546,Jilleen,57,cybernetic arm,3,unexpected ally,70,59,9,betray ally
547,Evvie,49,cybernetic arm,8,glitch in the system,44,65,3,accept quest
548,Vivi,25,cybernetic arm,10,glitch in the system,89,22,2,join faction
549,Melli,79,augmented eyes,10,glitch in the system,27,43,5,betray ally
550,Maighdiln,34,neural interface,7,unexpected ally,95,94,10,join faction
551,Hedwiga,10,cybernetic arm,5,unexpected ally,19,5,5,join faction
552,Clemence,79,augmented eyes,4,encounter with rogue AI,91,30,8,accept quest
553,Deb,88,cybernetic arm,2,unexpected ally,51,34,6,betray ally
554,Nixie,44,cybernetic arm,3,encounter with rogue AI,82,62,2,join faction
555,Leta,54,neural interface,8,encounter with rogue AI,59,12,9,join faction
556,Janeen,96,neural interface,6,unexpected ally,3,85,10,betray ally
557,Flossie,54,cybernetic arm,5,encounter with rogue AI,6,79,6,join faction
558,Robbert,54,cybernetic arm,7,glitch in the system,23,40,10,accept quest
559,Gabriell,50,augmented eyes,7,glitch in the system,28,27,9,betray ally
560,Andriana,55,neural interface,9,encounter with rogue AI,95,14,1,join faction
561,Torr,12,neural interface,9,glitch in the system,97,65,10,accept quest
562,Almeria,31,cybernetic arm,3,encounter with rogue AI,19,8,3,betray ally
563,Nannette,46,neural interface,8,glitch in the system,75,16,7,betray ally
564,Vidovic,76,neural interface,1,glitch in the system,81,18,3,accept quest
565,Bern,98,neural interface,3,encounter with rogue AI,29,93,5,accept quest
566,Remus,9,augmented eyes,10,glitch in the system,64,31,3,accept quest
567,Celinka,24,augmented eyes,1,encounter with rogue AI,30,39,1,accept quest
568,Brunhilde,51,cybernetic arm,10,unexpected ally,95,86,2,join faction
569,Hewet,71,augmented eyes,6,unexpected ally,46,49,7,betray ally
570,Martainn,49,neural interface,9,encounter with rogue AI,1,4,1,join faction
571,Gideon,57,neural interface,6,encounter with rogue AI,84,86,6,accept quest
572,Moishe,61,cybernetic arm,5,glitch in the system,60,5,2,accept quest
573,Jeannine,47,cybernetic arm,7,glitch in the system,75,70,6,betray ally
574,Evelin,4,cybernetic arm,2,unexpected ally,75,53,8,accept quest
575,Lannie,21,augmented eyes,4,glitch in the system,89,36,6,accept quest
576,Sig,41,neural interface,8,encounter with rogue AI,3,4,7,join faction
577,Moss,24,cybernetic arm,7,encounter with rogue AI,49,5,10,accept quest
578,Ruby,1,augmented eyes,8,unexpected ally,34,7,10,betray ally
579,Boyd,63,augmented eyes,1,unexpected ally,16,67,4,betray ally
580,Timothea,79,cybernetic arm,4,unexpected ally,39,1,1,betray ally
581,Stinky,18,neural interface,1,unexpected ally,80,60,7,betray ally
582,Theo,23,augmented eyes,10,encounter with rogue AI,50,27,2,join faction
583,Laurie,4,augmented eyes,5,unexpected ally,68,67,8,betray ally
584,Lebbie,36,augmented eyes,7,unexpected ally,26,35,3,accept quest
585,Tiffanie,24,cybernetic arm,9,glitch in the system,79,63,2,accept quest
586,Samuel,51,neural interface,7,glitch in the system,29,81,8,join faction
587,Beck,54,neural interface,9,unexpected ally,13,99,5,accept quest
588,Joel,13,neural interface,9,unexpected ally,79,85,10,accept quest
589,Cinderella,53,augmented eyes,3,glitch in the system,5,81,3,betray ally
590,Paton,92,neural interface,1,unexpected ally,40,1,8,accept quest
591,Nita,8,augmented eyes,5,encounter with rogue AI,94,16,7,betray ally
592,Bernie,58,cybernetic arm,8,encounter with rogue AI,87,5,4,join faction
593,Sashenka,33,cybernetic arm,8,encounter with rogue AI,41,35,3,accept quest
594,Kipper,40,neural interface,3,unexpected ally,68,66,8,accept quest
595,Baudoin,71,neural interface,8,glitch in the system,80,19,7,accept quest
596,Averill,11,neural interface,8,unexpected ally,97,32,6,accept quest
597,Emmett,70,cybernetic arm,2,unexpected ally,52,53,7,betray ally
598,Hakeem,90,cybernetic arm,2,encounter with rogue AI,21,23,4,accept quest
599,Patrizius,45,neural interface,2,glitch in the system,56,61,10,join faction
600,Chaddy,44,neural interface,2,encounter with rogue AI,10,31,10,betray ally
601,Cathrine,56,cybernetic arm,10,glitch in the system,79,21,6,betray ally
602,Loretta,91,neural interface,7,unexpected ally,40,21,9,accept quest
603,Jennee,81,augmented eyes,1,unexpected ally,69,95,9,join faction
604,Elianora,2,neural interface,8,unexpected ally,92,99,9,accept quest
605,Haroun,92,neural interface,5,glitch in the system,15,7,6,accept quest
606,Kay,58,cybernetic arm,9,unexpected ally,2,87,3,join faction
607,Doralia,48,cybernetic arm,7,unexpected ally,3,12,8,betray ally
608,Jamil,65,cybernetic arm,9,glitch in the system,28,11,7,betray ally
609,Rhodia,95,neural interface,3,unexpected ally,31,82,9,join faction
610,Cherise,94,neural interface,10,unexpected ally,25,86,6,betray ally
611,Lory,63,cybernetic arm,10,encounter with rogue AI,49,14,9,betray ally
612,Billi,19,augmented eyes,2,unexpected ally,94,50,8,join faction
613,Danika,93,cybernetic arm,4,encounter with rogue AI,14,45,3,join faction
614,Kailey,2,augmented eyes,2,glitch in the system,86,97,10,accept quest
615,Abel,37,cybernetic arm,2,encounter with rogue AI,91,56,1,join faction
616,Frederic,19,augmented eyes,10,encounter with rogue AI,76,49,6,betray ally
617,Weston,55,augmented eyes,10,unexpected ally,4,27,8,betray ally
618,Iggy,34,neural interface,6,unexpected ally,42,29,7,join faction
619,Claribel,58,neural interface,7,glitch in the system,50,59,10,join faction
620,Alyda,89,augmented eyes,5,unexpected ally,3,38,5,accept quest
621,Haze,52,augmented eyes,7,unexpected ally,81,22,2,betray ally
622,Gretchen,35,neural interface,4,glitch in the system,65,78,3,betray ally
623,Meghann,39,cybernetic arm,5,encounter with rogue AI,3,71,3,join faction
624,Fredi,62,neural interface,8,encounter with rogue AI,12,82,2,join faction
625,Jeanine,85,augmented eyes,8,glitch in the system,29,2,4,betray ally
626,Barby,31,neural interface,4,encounter with rogue AI,83,80,5,betray ally
627,Raimund,55,neural interface,9,glitch in the system,48,68,5,accept quest
628,Dunn,88,cybernetic arm,6,unexpected ally,11,35,2,betray ally
629,Madlin,34,neural interface,2,unexpected ally,87,71,2,accept quest
630,Ximenez,46,cybernetic arm,9,encounter with rogue AI,29,17,2,betray ally
631,Alane,47,neural interface,6,encounter with rogue AI,66,4,8,betray ally
632,Padraic,70,augmented eyes,9,glitch in the system,86,97,9,join faction
633,Othilie,94,neural interface,4,unexpected ally,51,14,3,accept quest
634,Currie,92,augmented eyes,3,unexpected ally,29,24,6,accept quest
635,Maighdiln,38,augmented eyes,10,unexpected ally,8,30,5,betray ally
636,Junette,51,augmented eyes,4,unexpected ally,11,77,5,accept quest
637,Christalle,61,augmented eyes,8,glitch in the system,24,73,1,join faction
638,Leda,98,augmented eyes,10,encounter with rogue AI,92,98,2,join faction
639,Harmonie,89,cybernetic arm,3,unexpected ally,88,33,1,betray ally
640,Imogene,36,neural interface,4,encounter with rogue AI,31,70,2,accept quest
641,Morton,2,augmented eyes,2,encounter with rogue AI,50,23,7,accept quest
642,Theodora,67,cybernetic arm,6,glitch in the system,64,66,3,accept quest
643,Ebonee,98,neural interface,2,glitch in the system,69,57,9,accept quest
644,Heddi,28,augmented eyes,10,encounter with rogue AI,4,13,7,join faction
645,Stephannie,17,neural interface,8,glitch in the system,58,88,1,accept quest
646,Alene,13,augmented eyes,2,encounter with rogue AI,15,67,1,accept quest
647,Chick,96,augmented eyes,5,unexpected ally,75,89,6,accept quest
648,Selena,13,augmented eyes,4,encounter with rogue AI,57,34,9,accept quest
649,Cammi,20,augmented eyes,5,encounter with rogue AI,87,97,2,betray ally
650,Rouvin,47,augmented eyes,2,unexpected ally,86,76,6,accept quest
651,Salomone,95,neural interface,7,unexpected ally,98,66,1,join faction
652,Claudine,77,augmented eyes,8,encounter with rogue AI,87,48,7,betray ally
653,Bobette,86,augmented eyes,6,unexpected ally,73,66,1,join faction
654,Ginni,35,cybernetic arm,1,encounter with rogue AI,47,63,9,betray ally
655,Janetta,91,neural interface,2,encounter with rogue AI,24,44,4,join faction
656,Jacinthe,87,cybernetic arm,9,glitch in the system,78,10,1,betray ally
657,Dottie,83,cybernetic arm,3,unexpected ally,69,60,7,accept quest
658,Gertrudis,38,neural interface,2,glitch in the system,26,12,2,betray ally
659,Kitti,83,neural interface,2,glitch in the system,25,77,10,accept quest
660,Ashley,7,cybernetic arm,4,unexpected ally,31,69,5,accept quest
661,Mair,89,neural interface,3,encounter with rogue AI,33,43,5,accept quest
662,Alexei,16,cybernetic arm,5,encounter with rogue AI,85,65,10,accept quest
663,Allistir,58,augmented eyes,2,glitch in the system,77,5,5,join faction
664,Goldina,29,neural interface,8,unexpected ally,48,61,3,accept quest
665,Randa,99,neural interface,8,encounter with rogue AI,21,52,6,betray ally
666,Scot,75,cybernetic arm,8,glitch in the system,10,24,10,join faction
667,Charmian,46,cybernetic arm,4,unexpected ally,30,68,5,accept quest
668,Friedrich,15,cybernetic arm,7,unexpected ally,40,50,10,accept quest
669,Quintus,83,cybernetic arm,10,encounter with rogue AI,17,2,7,join faction
670,Idaline,82,cybernetic arm,2,glitch in the system,71,84,8,accept quest
671,Clair,25,augmented eyes,2,glitch in the system,17,55,10,betray ally
672,Amelie,14,cybernetic arm,7,unexpected ally,90,1,9,betray ally
673,Hermia,71,augmented eyes,8,unexpected ally,70,35,8,accept quest
674,Phillipe,18,cybernetic arm,2,glitch in the system,15,47,3,accept quest
675,Sandor,43,augmented eyes,2,glitch in the system,22,46,9,accept quest
676,Tate,39,neural interface,5,unexpected ally,81,4,10,join faction
677,Wallie,37,augmented eyes,5,encounter with rogue AI,94,56,3,betray ally
678,Brier,50,neural interface,4,unexpected ally,2,55,3,betray ally
679,Hinze,25,cybernetic arm,3,unexpected ally,95,99,8,accept quest
680,Ursuline,70,augmented eyes,2,encounter with rogue AI,34,73,10,betray ally
681,Winslow,98,augmented eyes,8,unexpected ally,78,12,3,accept quest
682,Hadley,14,neural interface,1,encounter with rogue AI,1,32,5,betray ally
683,Lu,95,augmented eyes,9,unexpected ally,49,27,6,join faction
684,Stu,85,augmented eyes,7,encounter with rogue AI,75,86,2,accept quest
685,Carmela,61,cybernetic arm,10,unexpected ally,86,99,2,join faction
686,Winny,73,augmented eyes,5,glitch in the system,18,47,3,join faction
687,Angelita,97,cybernetic arm,10,glitch in the system,21,61,7,betray ally
688,Mable,66,cybernetic arm,3,glitch in the system,61,27,3,betray ally
689,Rowan,83,neural interface,10,encounter with rogue AI,11,18,4,betray ally
690,Kelsey,51,cybernetic arm,8,unexpected ally,69,63,1,betray ally
691,Chrystel,2,augmented eyes,4,glitch in the system,7,71,6,betray ally
692,Corilla,80,augmented eyes,9,glitch in the system,97,12,5,betray ally
693,Linn,22,augmented eyes,2,encounter with rogue AI,61,32,3,accept quest
694,Ingra,57,neural interface,8,encounter with rogue AI,54,5,8,accept quest
695,Mace,58,cybernetic arm,2,encounter with rogue AI,12,26,8,accept quest
696,Kamilah,48,neural interface,5,unexpected ally,65,70,1,accept quest
697,Idalina,65,neural interface,3,encounter with rogue AI,75,75,10,join faction
698,Augustus,25,neural interface,8,unexpected ally,89,94,4,betray ally
699,Coraline,29,cybernetic arm,5,glitch in the system,34,42,8,join faction
700,Arluene,75,neural interface,3,encounter with rogue AI,54,78,9,accept quest
701,Lorianne,48,neural interface,4,glitch in the system,25,73,2,betray ally
702,Marisa,39,neural interface,6,encounter with rogue AI,23,97,7,betray ally
703,Justinn,95,augmented eyes,5,unexpected ally,90,84,2,accept quest
704,Marthe,97,cybernetic arm,5,encounter with rogue AI,23,62,1,accept quest
705,Kit,80,augmented eyes,10,encounter with rogue AI,93,32,8,join faction
706,Bary,84,cybernetic arm,2,glitch in the system,71,21,8,accept quest
707,Adah,77,cybernetic arm,3,glitch in the system,58,88,8,betray ally
708,Lacee,82,neural interface,7,glitch in the system,57,6,10,accept quest
709,Ruthann,60,cybernetic arm,1,encounter with rogue AI,95,11,2,join faction
710,Valerye,46,cybernetic arm,8,unexpected ally,4,10,4,accept quest
711,Violetta,78,cybernetic arm,9,glitch in the system,77,80,3,betray ally
712,Merle,35,neural interface,3,encounter with rogue AI,79,75,9,accept quest
713,Clarice,41,augmented eyes,3,encounter with rogue AI,54,75,5,accept quest
714,Ealasaid,64,augmented eyes,4,encounter with rogue AI,71,17,4,join faction
715,Sebastian,51,neural interface,7,unexpected ally,96,19,7,accept quest
716,Margery,62,neural interface,5,unexpected ally,53,87,10,accept quest
717,Elbert,13,cybernetic arm,7,unexpected ally,10,19,9,betray ally
718,Joice,5,augmented eyes,7,unexpected ally,92,89,4,join faction
719,Gayla,60,augmented eyes,9,encounter with rogue AI,42,1,2,accept quest
720,Titos,87,neural interface,4,unexpected ally,11,23,1,join faction
721,Joceline,23,neural interface,5,glitch in the system,10,67,5,accept quest
722,Sayer,59,augmented eyes,9,glitch in the system,54,23,8,accept quest
723,Estrellita,98,cybernetic arm,9,encounter with rogue AI,31,27,8,betray ally
724,Elisha,3,neural interface,5,glitch in the system,50,90,1,join faction
725,Abra,96,cybernetic arm,2,unexpected ally,19,18,6,accept quest
726,Ker,46,augmented eyes,5,unexpected ally,30,69,10,betray ally
727,Sada,37,augmented eyes,4,glitch in the system,71,49,9,accept quest
728,Brose,96,augmented eyes,8,unexpected ally,83,48,3,accept quest
729,Jen,11,cybernetic arm,2,encounter with rogue AI,12,84,8,betray ally
730,Galven,26,cybernetic arm,3,encounter with rogue AI,59,84,6,betray ally
731,Conrado,4,cybernetic arm,6,encounter with rogue AI,38,67,5,join faction
732,Tildi,87,augmented eyes,7,encounter with rogue AI,3,19,8,accept quest
733,Any,34,augmented eyes,6,glitch in the system,92,31,1,accept quest
734,Rosella,61,neural interface,9,unexpected ally,60,6,4,join faction
735,Gratiana,39,cybernetic arm,4,unexpected ally,45,81,6,join faction
736,Otis,4,augmented eyes,7,glitch in the system,60,36,6,accept quest
737,Thedric,28,augmented eyes,5,glitch in the system,14,66,7,join faction
738,Elwyn,4,neural interface,8,unexpected ally,63,84,8,accept quest
739,Lucien,27,augmented eyes,9,glitch in the system,68,39,3,join faction
740,Hollis,31,cybernetic arm,1,unexpected ally,74,25,10,betray ally
741,Joseito,22,neural interface,4,encounter with rogue AI,66,59,9,join faction
742,Ruprecht,63,neural interface,9,encounter with rogue AI,25,85,6,accept quest
743,Odo,86,cybernetic arm,1,encounter with rogue AI,53,68,4,join faction
744,Bibbie,45,cybernetic arm,6,glitch in the system,90,6,7,betray ally
745,Alisha,92,neural interface,10,unexpected ally,56,57,6,accept quest
746,Blair,50,augmented eyes,9,encounter with rogue AI,95,65,5,join faction
747,Gerianne,46,augmented eyes,6,glitch in the system,49,14,1,join faction
748,Uriel,11,neural interface,5,unexpected ally,62,74,8,accept quest
749,Sebastien,26,neural interface,9,unexpected ally,1,44,9,betray ally
750,Josefina,77,neural interface,3,glitch in the system,89,23,8,join faction
751,Far,41,neural interface,10,encounter with rogue AI,50,75,10,betray ally
752,Constance,99,neural interface,7,glitch in the system,2,7,4,accept quest
753,Rachael,72,augmented eyes,2,glitch in the system,22,93,3,betray ally
754,Stephan,35,neural interface,5,encounter with rogue AI,63,88,2,join faction
755,Wendi,100,neural interface,6,encounter with rogue AI,66,91,10,join faction
756,Thoma,4,neural interface,10,unexpected ally,70,88,2,join faction
757,Inger,34,cybernetic arm,4,encounter with rogue AI,20,18,2,accept quest
758,Aloise,77,neural interface,6,glitch in the system,96,8,10,join faction
759,Orson,85,neural interface,1,encounter with rogue AI,11,61,7,join faction
760,Jo-anne,73,neural interface,10,encounter with rogue AI,90,89,8,accept quest
761,Aluino,68,neural interface,5,glitch in the system,51,55,3,accept quest
762,Jocelyn,32,cybernetic arm,7,glitch in the system,77,14,4,join faction
763,Zed,3,neural interface,3,glitch in the system,43,29,7,join faction
764,Silvain,98,augmented eyes,8,unexpected ally,60,38,3,betray ally
765,Chelsea,58,augmented eyes,4,unexpected ally,81,95,4,betray ally
766,Marion,93,augmented eyes,2,encounter with rogue AI,46,66,5,betray ally
767,Barbra,91,neural interface,5,unexpected ally,96,34,1,join faction
